reg_no | sem | branch_code | subject_code | subject_name | subject_type | credit | old_shown_grade | new_shown_grade | should_be_grade | shown_gp | corrected_gp | delta_points | new_ese | new_ia | new_total | old_result_url | new_result_url
22101152085 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | D | C | 6 | 7 | 1.00 | 40^ | 20 | 60 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101152085 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101152085&exam_held=November%2F2025
22101152092 | II | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 26^ | 27 | 53 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101152092 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101152092&exam_held=November%2F2025
22101153041 | II | 101 | 100206 | ENGLISH | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 26^ | 24 | 50 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101153041 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101153041&exam_held=November%2F2025
22101154068 | II | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 35^ | 20 | 55 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101154068 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101154068&exam_held=November%2F2025
22101154073 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | P | D | 5 | 6 | 1.00 | 36^ | 22 | 58 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101154073 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101154073&exam_held=November%2F2025
22101155004 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | P | D | 5 | 6 | 1.00 | 37^ | 17 | 54 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101155004 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101155004&exam_held=November%2F2025
22101155012 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | D | C | 6 | 7 | 1.00 | 43^ | 20 | 63 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101155012 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101155012&exam_held=November%2F2025
22101155028 | II | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 34^ | 18 | 52 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101155028 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101155028&exam_held=November%2F2025
22101155048 | II | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 38^ | 19 | 57 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101155048 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101155048&exam_held=November%2F2025
22101156051 | II | 101 | 100206 | ENGLISH | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 32^ | 25 | 57 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101156051 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101156051&exam_held=November%2F2025
22101157008 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | P | D | 5 | 6 | 1.00 | 38^ | 16 | 54 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101157008 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101157008&exam_held=November%2F2025
22101157041 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | D | C | 6 | 7 | 1.00 | 50^ | 12 | 62 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101157041 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101157041&exam_held=November%2F2025
22101157042 | II | 101 | 100203 | CHEMISTRY | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 36^ | 17 | 53 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101157042 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101157042&exam_held=November%2F2025
22101157043 | II | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 41^ | 16 | 57 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101157043 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101157043&exam_held=November%2F2025
22101158014 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | C | B | 7 | 8 | 1.00 | 56^ | 20 | 76 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158014 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158014&exam_held=November%2F2025
22101158020 | II | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 23 | 57 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158020 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158020&exam_held=November%2F2025
22101158022 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | D | C | 6 | 7 | 1.00 | 45^ | 24 | 69 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158022 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158022&exam_held=November%2F2025
22101158038 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | P | D | 5 | 6 | 1.00 | 31^ | 22 | 53 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158038 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158038&exam_held=November%2F2025
22101158046 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | C | B | 7 | 8 | 1.00 | 51^ | 24 | 75 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158046 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158046&exam_held=November%2F2025
22101159024 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | P | D | 5 | 6 | 1.00 | 35^ | 23 | 58 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101159024 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101159024&exam_held=November%2F2025
22101159043 | II | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 42^ | 20 | 62 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101159043 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101159043&exam_held=November%2F2025
22101159047 | II | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 36^ | 14 | 50 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101159047 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101159047&exam_held=November%2F2025
22101165015 | II | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | D | C | 6 | 7 | 1.00 | 35^ | 25 | 60 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101165015 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101165015&exam_held=November%2F2025
22101165017 | II | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 29^ | 22 | 51 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101165017 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101165017&exam_held=November%2F2025
22101165037 | II | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 33^ | 24 | 57 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101165037 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101165037&exam_held=November%2F2025
22102102001 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 29^ | 27 | 56 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102102001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102102001&exam_held=November%2F2025
22102102001 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | C | B | 7 | 8 | 4.00 | 42^ | 28 | 70 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102102001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102102001&exam_held=November%2F2025
22102102007 | II | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | D | C | 6 | 7 | 1.00 | 36^ | 27 | 63 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102102007 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102102007&exam_held=November%2F2025
22102102008 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 33^ | 27 | 60 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102102008 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102102008&exam_held=November%2F2025
22102106008 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 29^ | 26 | 55 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102106008 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102106008&exam_held=November%2F2025
22102106020 | II | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | D | C | 6 | 7 | 1.00 | 41^ | 25 | 66 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102106020 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102106020&exam_held=November%2F2025
22102107009 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 48^ | 14 | 62 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102107009 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102107009&exam_held=November%2F2025
22102107017 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 35^ | 16 | 51 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102107017 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102107017&exam_held=November%2F2025
22102107028 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 49^ | 13 | 62 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102107028 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102107028&exam_held=November%2F2025
22102109006 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 27^ | 23 | 50 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109006 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109006&exam_held=November%2F2025
22102109022 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 32^ | 23 | 55 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109022 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109022&exam_held=November%2F2025
22102109031 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 41^ | 20 | 61 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109031 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109031&exam_held=November%2F2025
22102109039 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 36^ | 25 | 61 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109039 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109039&exam_held=November%2F2025
22102109039 | II | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | P | D | 5 | 6 | 1.00 | 38^ | 14 | 52 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109039 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109039&exam_held=November%2F2025
22102109042 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | D | C | 6 | 7 | 3.00 | 41^ | 24 | 65 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109042 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109042&exam_held=November%2F2025
22102109042 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 33^ | 22 | 55 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109042 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109042&exam_held=November%2F2025
22102109044 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 37^ | 23 | 60 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109044 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109044&exam_held=November%2F2025
22102109049 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 32^ | 26 | 58 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109049 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109049&exam_held=November%2F2025
22102110052 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 31^ | 25 | 56 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102110052 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102110052&exam_held=November%2F2025
22102111028 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 44^ | 22 | 66 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102111028 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102111028&exam_held=November%2F2025
22102117023 | II | 102 | 100206 | ENGLISH | theory | 2.00 | F | D | C | 6 | 7 | 2.00 | 41^ | 21 | 62 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102117023 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102117023&exam_held=November%2F2025
22102117029 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | P | D | 5 | 6 | 4.00 | 42^ | 17 | 59 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102117029 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102117029&exam_held=November%2F2025
22102123004 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 28^ | 28 | 56 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102123004 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102123004&exam_held=November%2F2025
22102124021 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 36^ | 25 | 61 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102124021 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102124021&exam_held=November%2F2025
22102124023 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 39^ | 26 | 65 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102124023 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102124023&exam_held=November%2F2025
22102124024 | II | 102 | 100203 | CHEMISTRY | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 36^ | 24 | 60 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102124024 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102124024&exam_held=November%2F2025
22102125006 | II | 102 | 100206 | ENGLISH | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 39^ | 15 | 54 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102125006 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102125006&exam_held=November%2F2025
22102126025 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | C | B | 7 | 8 | 4.00 | 52^ | 27 | 79 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102126025 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102126025&exam_held=November%2F2025
22102126030 | II | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 43^ | 18 | 61 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102126030 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102126030&exam_held=November%2F2025
22102127016 | II | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | C | B | 7 | 8 | 1.00 | 47^ | 24 | 71 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102127016 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102127016&exam_held=November%2F2025
22102128022 | II | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | P | D | 5 | 6 | 1.00 | 36^ | 20 | 56 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102128022 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102128022&exam_held=November%2F2025
22102128022 | II | 102 | 100206 | ENGLISH | theory | 2.00 | F | P | D | 5 | 6 | 2.00 | 36^ | 15 | 51 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102128022 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102128022&exam_held=November%2F2025
22102129004 | II | 102 | 100203 | CHEMISTRY | theory | 4.00 | F | D | C | 6 | 7 | 4.00 | 36^ | 27 | 63 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102129004 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102129004&exam_held=November%2F2025
22102134009 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 30^ | 25 | 55 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102134009 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102134009&exam_held=November%2F2025
22102135005 | II | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | theory | 1.00 | F | P | D | 5 | 6 | 1.00 | 35^ | 21 | 56 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102135005 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102135005&exam_held=November%2F2025
22102135023 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 29^ | 27 | 56 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102135023 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102135023&exam_held=November%2F2025
22102146007 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 34^ | 16 | 50 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102146007 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102146007&exam_held=November%2F2025
22102146016 | II | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | theory | 3.00 | F | P | D | 5 | 6 | 3.00 | 37^ | 16 | 53 | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102146016 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102146016&exam_held=November%2F2025
