reg_no | branch_code | penalized_subject_codes | subject_names | old_shown_grades | new_shown_grades | should_be_grades | shown_sgpa | corrected_sgpa | shown_cgpa | corrected_cgpa | status | old_result_url | new_result_url
22101157042 | 101 | 100203 | CHEMISTRY | F | P | D | 6.07 | 6.27 | 6.41 | 6.51 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101157042 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101157042&exam_held=November%2F2025
22101157043 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | P | D | 7.29 | 7.49 | 6.95 | 7.05 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101157043 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101157043&exam_held=November%2F2025
22101158014 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | C | B | 7.83 | 7.88 | 7.08 | 7.11 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158014 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158014&exam_held=November%2F2025
22101158020 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 7.34 | 7.49 | 6.76 | 6.84 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158020 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158020&exam_held=November%2F2025
22101158022 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | D | C | 6.78 | 6.83 | 6.49 | 6.51 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158022 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158022&exam_held=November%2F2025
22101158038 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | P | D | 6.17 | 6.22 | 6.21 | 6.24 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158038 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158038&exam_held=November%2F2025
22101158046 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | C | B | 6.95 | 7.00 | 6.78 | 6.80 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101158046 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101158046&exam_held=November%2F2025
22101159024 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | P | D | 6.15 | 6.20 | 6.05 | 6.08 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101159024 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101159024&exam_held=November%2F2025
22101159043 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | D | C | 7.34 | 7.49 | 7.12 | 7.20 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101159043 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101159043&exam_held=November%2F2025
22101159047 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.15 | 6.29 | 5.64 | 5.73 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101159047 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101159047&exam_held=November%2F2025
22101165015 | 101 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | D | C | 6.9 | 6.95 | 6.78 | 6.80 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101165015 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101165015&exam_held=November%2F2025
22101165017 | 101 | 101202 | MATHEMATICS - II (DIFFERENTIAL EQUATIONS) | F | P | D | 7.17 | 7.37 | 6.78 | 6.88 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101165017 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101165017&exam_held=November%2F2025
22101165037 | 101 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.66 | 6.80 | 6.34 | 6.42 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22101165037 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22101165037&exam_held=November%2F2025
22102102001 | 102 | 100204,102202 | PROGRAMMING FOR PROBLEM SOLVING,MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F,F | P,C | D,B | 7.17 | 7.51 | 7.09 | 7.28 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102102001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102102001&exam_held=November%2F2025
22102102007 | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | D | C | 7.76 | 7.80 | 7.7 | 7.72 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102102007 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102102007&exam_held=November%2F2025
22102102008 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 6.9 | 7.10 | 6.21 | 6.32 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102102008 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102102008&exam_held=November%2F2025
22102106008 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.76 | 6.90 | 6.91 | 6.99 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102106008 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102106008&exam_held=November%2F2025
22102106020 | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | D | C | 7.34 | 7.39 | 7.08 | 7.10 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102106020 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102106020&exam_held=November%2F2025
22102107009 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 6.44 | 6.63 | 6.21 | 6.31 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102107009 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102107009&exam_held=November%2F2025
22102107017 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | P | D | 6.42 | 6.61 | 6.34 | 6.45 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102107017 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102107017&exam_held=November%2F2025
22102107028 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 6.9 | 7.10 | 6.97 | 7.08 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102107028 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102107028&exam_held=November%2F2025
22102109006 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | P | D | 6.63 | 6.83 | 6.7 | 6.80 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109006 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109006&exam_held=November%2F2025
22102109022 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | P | D | 6.54 | 6.73 | 6.46 | 6.57 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109022 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109022&exam_held=November%2F2025
22102109031 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 7.24 | 7.44 | 5.99 | 6.09 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109031 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109031&exam_held=November%2F2025
22102109039 | 102 | 100204,100205 | PROGRAMMING FOR PROBLEM SOLVING,WORKSHOP MANUFACTURING PRACTICES | F,F | D,P | C,D | 6.34 | 6.54 | 6.22 | 6.33 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109039 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109039&exam_held=November%2F2025
22102109042 | 102 | 100204,102202 | PROGRAMMING FOR PROBLEM SOLVING,MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F,F | D,P | C,D | 6.61 | 6.95 | 6.33 | 6.51 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109042 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109042&exam_held=November%2F2025
22102109044 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 6.59 | 6.78 | 6.18 | 6.29 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109044 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109044&exam_held=November%2F2025
22102109049 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.71 | 6.85 | 6.95 | 7.03 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102109049 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102109049&exam_held=November%2F2025
22102110052 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 8.05 | 8.20 | 7.88 | 7.96 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102110052 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102110052&exam_held=November%2F2025
22102111028 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 6.73 | 6.93 | 6.43 | 6.54 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102111028 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102111028&exam_held=November%2F2025
22102117023 | 102 | 100206 | ENGLISH | F | D | C | 6.76 | 6.85 | 6.83 | 6.88 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102117023 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102117023&exam_held=November%2F2025
22102117029 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | P | D | 5.59 | 5.78 | 5.68 | 5.79 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102117029 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102117029&exam_held=November%2F2025
22102123004 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 7.12 | 7.27 | 6.89 | 6.97 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102123004 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102123004&exam_held=November%2F2025
22102124021 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 6.66 | 6.85 | 6.28 | 6.38 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102124021 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102124021&exam_held=November%2F2025
22102124023 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 6.66 | 6.85 | 6.3 | 6.41 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102124023 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102124023&exam_held=November%2F2025
22102124024 | 102 | 100203 | CHEMISTRY | F | D | C | 6.39 | 6.59 | 6.74 | 6.84 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102124024 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102124024&exam_held=November%2F2025
22102125006 | 102 | 100206 | ENGLISH | F | P | D | 6.61 | 6.71 | 6.29 | 6.34 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102125006 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102125006&exam_held=November%2F2025
22102126025 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | C | B | 6.98 | 7.17 | 6.67 | 6.77 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102126025 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102126025&exam_held=November%2F2025
22102126030 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 7.34 | 7.54 | 6.76 | 6.87 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102126030 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102126030&exam_held=November%2F2025
22102127016 | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | C | B | 6.37 | 6.41 | 6.16 | 6.18 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102127016 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102127016&exam_held=November%2F2025
22102128022 | 102 | 100205,100206 | WORKSHOP MANUFACTURING PRACTICES,ENGLISH | F,F | P,P | D,D | 6.17 | 6.32 | 6.36 | 6.43 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102128022 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102128022&exam_held=November%2F2025
22102129004 | 102 | 100203 | CHEMISTRY | F | D | C | 6.32 | 6.51 | 6.42 | 6.52 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102129004 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102129004&exam_held=November%2F2025
22102134009 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 7 | 7.15 | 6.82 | 6.89 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102134009 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102134009&exam_held=November%2F2025
22102135005 | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | P | D | 6.37 | 6.41 | 6.32 | 6.34 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102135005 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102135005&exam_held=November%2F2025
22102135023 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.63 | 6.78 | 5.78 | 5.85 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102135023 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102135023&exam_held=November%2F2025
22102146007 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 7.34 | 7.49 | 6.08 | 6.16 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102146007 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102146007&exam_held=November%2F2025
22102146016 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.95 | 7.10 | 7.26 | 7.34 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102146016 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102146016&exam_held=November%2F2025
22102147001 | 102 | 100206 | ENGLISH | F | P | D | 6.49 | 6.59 | 6.34 | 6.39 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102147001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102147001&exam_held=November%2F2025
22102151001 | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | P | D | 6.98 | 7.02 | 6.83 | 6.86 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102151001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102151001&exam_held=November%2F2025
22102151013 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.42 | 6.56 | 6.41 | 6.49 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102151013 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102151013&exam_held=November%2F2025
22102152001 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.8 | 6.95 | 6.88 | 6.96 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102152001 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102152001&exam_held=November%2F2025
22102153002 | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | D | C | 7.15 | 7.20 | 7.03 | 7.05 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102153002 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102153002&exam_held=November%2F2025
22102153003 | 102 | 100203 | CHEMISTRY | F | P | D | 6.93 | 7.12 | 6.07 | 6.17 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102153003 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102153003&exam_held=November%2F2025
22102159004 | 102 | 100204 | PROGRAMMING FOR PROBLEM SOLVING | F | P | D | 6.66 | 6.80 | 6.87 | 6.95 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102159004 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102159004&exam_held=November%2F2025
22102159009 | 102 | 100203P,102202 | CHEMISTRY,MATHEMATICS - II (ODE & COMPLEX VARIABLES) | A,F | B,P | A,D | 6.2 | 6.46 | 6 | 6.14 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102159009 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102159009&exam_held=November%2F2025
22102159010 | 102 | 102202 | MATHEMATICS - II (ODE & COMPLEX VARIABLES) | F | D | C | 6.85 | 7.05 | 6.87 | 6.98 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102159010 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102159010&exam_held=November%2F2025
22102165002 | 102 | 100205 | WORKSHOP MANUFACTURING PRACTICES | F | D | C | 6.8 | 6.85 | 6.58 | 6.60 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22102165002 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22102165002&exam_held=November%2F2025
22103106007 | 103 | 100201 | BASIC ELECTRICAL ENGINEERING | F | D | C | 6.49 | 6.71 | 5.82 | 5.92 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22103106007 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22103106007&exam_held=November%2F2025
22103107009 | 103 | 103201 | PHYSICS (WAVE AND OPTICS AND INTRODUCTION TO QUANTUM MECHANICS) | F | P | D | 7.11 | 7.34 | 7.13 | 7.24 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22103107009 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22103107009&exam_held=November%2F2025
22103127026 | 103 | 100202 | ENGINEERING GRAPHICS & DESIGN | F | P | D | 7.4 | 7.46 | 7.37 | 7.39 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22103127026 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22103127026&exam_held=November%2F2025
22103130014 | 103 | 100201 | BASIC ELECTRICAL ENGINEERING | F | P | D | 6.54 | 6.77 | 6.37 | 6.47 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22103130014 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22103130014&exam_held=November%2F2025
22103132004 | 103 | 100202 | ENGINEERING GRAPHICS & DESIGN | F | P | D | 7.03 | 7.09 | 7.08 | 7.10 | PENALTY_CONFIRMED | http://results.beup.ac.in/ResultsBTech2ndSem2023_B2022Pub.aspx?Sem=II&RegNo=22103132004 | https://beu-bih.ac.in/result-three?name=B.Tech.+2nd+Semester+Examination%2C+2025+%28Old%29&semester=II&session=2025&regNo=22103132004&exam_held=November%2F2025
